"","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"22280","17377140",-0.469737723859969,3.75246504891814,-2.51850626951202,0.0448923951193544,0.999230260868443,-3.53213469938724,17377140,"chr2","+","144823666","144824415","10","NM_025490.2 // 1700010M22Rik // Mus musculus RIKEN cDNA 1700010M22 gene (1700010M22Rik), mRNA. // --- // --- /// ENSMUST00000028918 // 1700010M22Rik // RIKEN cDNA 1700010M22 gene [Source:MGI Symbol;Acc:MGI:1913578] // --- // --- /// ENSMUST00000163853 // 1700010M22Rik // RIKEN cDNA 1700010M22 gene [Source:MGI Symbol;Acc:MGI:1913578] // --- // ---","NM_025490.2 // blat // Mus musculus RIKEN cDNA 1700010M22 gene (1700010M22Rik), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000028918 // ensGene // RIKEN cDNA 1700010M22 gene [Source:MGI Symbol;Acc:MGI:1913578] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000163853 // ensGene // RIKEN cDNA 1700010M22 gene [Source:MGI Symbol;Acc:MGI:1913578] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"32789","17482079",0.696827989705572,4.35159870500812,2.5184575040062,0.0448953726198435,0.999230260868443,-3.53218737544012,17482079,"chr7","+","116031979","116032550","25","ENSMUST00000032900 // 1110006G14Rik // RIKEN cDNA 1110006G14 gene [Source:MGI Symbol;Acc:MGI:1915719] // --- // ---","ENSMUST00000032900 // ensGene // RIKEN cDNA 1110006G14 gene [Source:MGI Symbol;Acc:MGI:1915719] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"12275","17281963",0.330569478527351,4.61088090810621,2.51844140789887,0.0448963554538587,0.999230260868443,-3.53220476236923,17281963,"chr12","-","75630594","75669537","22","NM_028203.1 // Wdr89 // Mus musculus WD repeat domain 89 (Wdr89), mRNA. // --- // --- /// NR_038063.1 // Rplp2-ps1 // Mus musculus ribosomal protein, large P2, pseudogene 1 (Rplp2-ps1), non-coding RNA. // --- // --- /// ENSMUST00000164240 // Rplp2-ps1 // ribosomal protein, large P2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3826366] // --- // --- /// ENSMUST00000062370 // Wdr89 // WD repeat domain 89 [Source:MGI Symbol;Acc:MGI:1919588] // --- // ---","NM_028203.1 // blat // Mus musculus WD repeat domain 89 (Wdr89), mRNA. // chr12 // --- // --- // --- // --- // --- /// NR_038063.1 // blat // Mus musculus ribosomal protein, large P2, pseudogene 1 (Rplp2-ps1), non-coding RNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000164240 // ensGene // ribosomal protein, large P2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3826366] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000062370 // ensGene // WD repeat domain 89 [Source:MGI Symbol;Acc:MGI:1919588] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"32770","17481770",-0.578792131819823,4.03325858562035,-2.51769208884725,0.0449421342769403,0.999230260868443,-3.53301420649432,17481770,"chr7","+","110627661","110629819","16","NM_009627.1 // Adm // Mus musculus adrenomedullin (Adm), mRNA. // --- // --- /// ENSMUST00000033054 // Adm // adrenomedullin [Source:MGI Symbol;Acc:MGI:108058] // --- // ---","NM_009627.1 // blat // Mus musculus adrenomedullin (Adm), mRNA. // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000033054 // ensGene // adrenomedullin [Source:MGI Symbol;Acc:MGI:108058] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"23374","17388454",-0.340183389483895,8.29946283840514,-2.51768702818942,0.0449424436196403,0.999230260868443,-3.53301967344156,17388454,"chr2","-","93419111","93463140","31","NM_007656.4 // Cd82 // Mus musculus CD82 antigen (Cd82), transcript variant 1, mRNA. // --- // --- /// NM_001136055.1 // Cd82 // Mus musculus CD82 antigen (Cd82), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000028644 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000099696 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000116457 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000126772 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000111257 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000123565 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000145553 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000150508 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000111256 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000144168 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // --- /// ENSMUST00000124804 // Cd82 // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // --- // ---","NM_007656.4 // blat // Mus musculus CD82 antigen (Cd82), transcript variant 1, mRNA. // chr2 // --- // --- // --- // --- // --- /// NM_001136055.1 // blat // Mus musculus CD82 antigen (Cd82), transcript variant 2, mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000028644 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000099696 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000116457 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000126772 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000111257 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000123565 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000145553 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000150508 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000111256 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000144168 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000124804 // ensGene // CD82 antigen [Source:MGI Symbol;Acc:MGI:104651] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"28063","17436057",0.574570002274128,6.80082595676615,2.51754722472351,0.0449509902707844,0.999230260868443,-3.53317070206517,17436057,"chr5","+","31193227","31198900","31","ENSMUST00000031029 // Snx17 // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // --- // --- /// ENSMUST00000133711 // Snx17 // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // --- // --- /// NM_153680.2 // Snx17 // Mus musculus sorting nexin 17 (Snx17), mRNA. // --- // --- /// ENSMUST00000132471 // Snx17 // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // --- // --- /// ENSMUST00000154815 // Snx17 // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // --- // ---","ENSMUST00000031029 // ensGene // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000133711 // ensGene // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // chr5 // --- // --- // --- // --- // --- /// NM_153680.2 // blat // Mus musculus sorting nexin 17 (Snx17), mRNA. // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000132471 // ensGene // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000154815 // ensGene // sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"22076","17374569",0.8705893678347,5.34609381244553,2.51637796740079,0.045022538040882,0.999230260868443,-3.53443393164948,17374569,"chr2","+","118598211","118641592","41","NM_009773.3 // Bub1b // Mus musculus budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) (Bub1b), mRNA. // --- // --- /// ENSMUST00000038341 // Bub1b // budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1333889] // --- // --- /// ENSMUST00000166245 // Bub1b // budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1333889] // --- // ---","NM_009773.3 // blat // Mus musculus budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) (Bub1b), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000038341 // ensGene // budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1333889] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000166245 // ensGene // budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1333889] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"36423","17516518",-0.333024085007375,4.16775305450915,-2.51462607658333,0.0451299625474586,0.999230260868443,-3.53632692015814,17516518,"chr9","+","44134562","44142727","33","NM_023061.2 // Mcam // Mus musculus melanoma cell adhesion molecule (Mcam), mRNA. // --- // --- /// ENSMUST00000034650 // Mcam // melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966] // --- // --- /// ENSMUST00000098852 // Mcam // melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966] // --- // --- /// ENSMUST00000147836 // Mcam // melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966] // --- // ---","NM_023061.2 // blat // Mus musculus melanoma cell adhesion molecule (Mcam), mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000034650 // ensGene // melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000098852 // ensGene // melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966] // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000147836 // ensGene // melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"28314","17438969",-1.07179680867279,4.0550530706795,-2.51460603849278,0.0451311928295707,0.999230260868443,-3.53634857419688,17438969,"chr5","+","90772435","90773383","19","NM_019932.4 // Pf4 // Mus musculus platelet factor 4 (Pf4), mRNA. // --- // --- /// ENSMUST00000031320 // Pf4 // platelet factor 4 [Source:MGI Symbol;Acc:MGI:1888711] // --- // ---","NM_019932.4 // blat // Mus musculus platelet factor 4 (Pf4), mRNA. // chr5 // --- // --- // --- // --- // --- /// ENSMUST00000031320 // ensGene // platelet factor 4 [Source:MGI Symbol;Acc:MGI:1888711] // chr5 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"40469","17548989",-0.584275783720876,6.2932076333189,-2.51428354056589,0.045150998157857,0.999230260868443,-3.53669708603987,17548989,"chr1","-","167330416","167330785","25","XR_141908.1 // LOC100862084 // PREDICTED: Mus musculus uncharacterized LOC100862084 (LOC100862084), miscRNA. // --- // --- /// XR_140467.1 // LOC100862084 // PREDICTED: Mus musculus uncharacterized LOC100862084 (LOC100862084), miscRNA. // --- // ---","XR_141908.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862084 (LOC100862084), miscRNA. // chr1 // --- // --- // --- // --- // --- /// XR_140467.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862084 (LOC100862084), miscRNA. // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"7725","17236182",0.562513634420272,5.31294738555745,2.51316488015443,0.0452197687113032,0.999230260868443,-3.53790607594974,17236182,"chr10","+","86300372","86349506","26","ENSMUST00000020234 // Timp3 // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // --- // --- /// NM_011595.2 // Timp3 // Mus musculus tissue inhibitor of metalloproteinase 3 (Timp3), mRNA. // --- // --- /// ENSMUST00000136045 // Timp3 // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // --- // --- /// ENSMUST00000151134 // Timp3 // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // --- // --- /// ENSMUST00000132307 // Timp3 // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // --- // ---","ENSMUST00000020234 // ensGene // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // chr10 // --- // --- // --- // --- // --- /// NM_011595.2 // blat // Mus musculus tissue inhibitor of metalloproteinase 3 (Timp3), mRNA. // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000136045 // ensGene // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000151134 // ensGene // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000132307 // ensGene // tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"39955","17547883",0.570530596667329,4.08248731266615,2.51281138595248,0.0452415230183388,0.999230260868443,-3.53828814440891,17547883,"chr15","+","73205328","73206002","23","XR_141770.1 // LOC100861801 // PREDICTED: Mus musculus uncharacterized LOC100861801 (LOC100861801), miscRNA. // --- // --- /// XR_141275.1 // LOC100861801 // PREDICTED: Mus musculus uncharacterized LOC100861801 (LOC100861801), miscRNA. // --- // ---","XR_141770.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861801 (LOC100861801), miscRNA. // chr15 // --- // --- // --- // --- // --- /// XR_141275.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861801 (LOC100861801), miscRNA. // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"15728","17312278",1.2234699121551,4.18063560806926,2.5124565831645,0.0452633689566107,0.999230260868443,-3.53867164186755,17312278,"chr15","+","75759859","75759989","15","ENSMUST00000104228 // SNORA17 // Small nucleolar RNA SNORA17  [Source:RFAM;Acc:RF00560] // --- // ---","ENSMUST00000104228 // ensGene // Small nucleolar RNA SNORA17  [Source:RFAM;Acc:RF00560] // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"12142","17280729",-0.377249021822744,8.92521860690957,-2.51101096130338,0.0453524939498364,0.999230260868443,-3.54023432977962,17280729,"chr12","-","35497974","35535038","30","NM_013464.4 // Ahr // Mus musculus aryl-hydrocarbon receptor (Ahr), mRNA. // --- // --- /// ENSMUST00000019400 // Ahr // aryl-hydrocarbon receptor [Source:MGI Symbol;Acc:MGI:105043] // --- // --- /// ENSMUST00000116436 // Ahr // aryl-hydrocarbon receptor [Source:MGI Symbol;Acc:MGI:105043] // --- // ---","NM_013464.4 // blat // Mus musculus aryl-hydrocarbon receptor (Ahr), mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000019400 // ensGene // aryl-hydrocarbon receptor [Source:MGI Symbol;Acc:MGI:105043] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000116436 // ensGene // aryl-hydrocarbon receptor [Source:MGI Symbol;Acc:MGI:105043] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"22462","17378858",-0.456700010281869,3.53854081394068,-2.5103552759666,0.0453929790323783,0.999230260868443,-3.54094319237154,17378858,"chr2","+","158379534","158379666","23","ENSMUST00000082651 // SNORA71 // Small nucleolar RNA SNORA71  [Source:RFAM;Acc:RF00056] // --- // ---","ENSMUST00000082651 // ensGene // Small nucleolar RNA SNORA71  [Source:RFAM;Acc:RF00056] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"16399","17319405",-2.07644636742466,4.90791027675339,-2.50961034070474,0.0454390210730073,0.999230260868443,-3.54174860373759,17319405,"chr15","-","80082859","80082906","15","NR_028281.1 // Snord43 // Mus musculus small nucleolar RNA, C/D box 43 (Snord43), small nucleolar RNA. // --- // ---","NR_028281.1 // blat // Mus musculus small nucleolar RNA, C/D box 43 (Snord43), small nucleolar RNA. // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"33009","17484701",-1.18498227339677,7.17458059930795,-2.50890420435033,0.0454827105447755,0.999230260868443,-3.54251212575003,17484701,"chr7","+","140967221","140969827","20","ENSMUST00000106042 // Ifitm1 // interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963] // --- // --- /// NM_026820.3 // Ifitm1 // Mus musculus interferon induced transmembrane protein 1 (Ifitm1), transcript variant 1, mRNA. // --- // --- /// NM_001112715.1 // Ifitm1 // Mus musculus interferon induced transmembrane protein 1 (Ifitm1), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000026564 // Ifitm1 // interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963] // --- // --- /// ENSMUST00000106040 // Ifitm1 // interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963] // --- // ---","ENSMUST00000106042 // ensGene // interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963] // chr7 // --- // --- // --- // --- // --- /// NM_026820.3 // blat // Mus musculus interferon induced transmembrane protein 1 (Ifitm1), transcript variant 1, mRNA. // chr7 // --- // --- // --- // --- // --- /// NM_001112715.1 // blat // Mus musculus interferon induced transmembrane protein 1 (Ifitm1), transcript variant 2, mRNA. // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000026564 // ensGene // interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000106040 // ensGene // interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"24181","17396403",-0.356790312456205,4.06334369983886,-2.50866873996412,0.0454972888441877,0.999230260868443,-3.54276673847948,17396403,"chr3","+","27938680","28133362","31","ENSMUST00000125338 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// ENSMUST00000127139 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// NM_001164056.1 // Pld1 // Mus musculus phospholipase D1 (Pld1), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000067776 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// ENSMUST00000120834 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// ENSMUST00000163564 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// NM_008875.4 // Pld1 // Mus musculus phospholipase D1 (Pld1), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000067757 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// ENSMUST00000148827 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// ENSMUST00000149017 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // --- /// ENSMUST00000126594 // Pld1 // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // --- // ---","ENSMUST00000125338 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000127139 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// NM_001164056.1 // blat // Mus musculus phospholipase D1 (Pld1), transcript variant 1, mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000067776 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000120834 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000163564 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// NM_008875.4 // blat // Mus musculus phospholipase D1 (Pld1), transcript variant 2, mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000067757 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000148827 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000149017 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000126594 // ensGene // phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"16190","17317144",-0.623757461648706,6.09217282479994,-2.50852473551835,0.0455062070150394,0.999230260868443,-3.54292245676008,17317144,"chr15","-","55534094","55557748","30","NM_026759.3 // Mrpl13 // Mus musculus mitochondrial ribosomal protein L13 (Mrpl13), nuclear gene encoding mitochondrial protein, mRNA. // --- // --- /// ENSMUST00000023000 // Mrpl13 // mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218] // --- // --- /// ENSMUST00000172387 // Mrpl13 // mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218] // --- // --- /// ENSMUST00000165356 // Mrpl13 // mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218] // --- // ---","NM_026759.3 // blat // Mus musculus mitochondrial ribosomal protein L13 (Mrpl13), nuclear gene encoding mitochondrial protein, mRNA. // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000023000 // ensGene // mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218] // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000172387 // ensGene // mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218] // chr15 // --- // --- // --- // --- // --- /// ENSMUST00000165356 // ensGene // mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218] // chr15 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"23960","17394297",-0.403915288057958,4.30396306552043,-2.50815909991859,0.0455288590480141,0.999230260868443,-3.54331784523838,17394297,"chr2","-","164839518","164857711","30","NM_011125.2 // Pltp // Mus musculus phospholipid transfer protein (Pltp), mRNA. // --- // --- /// ENSMUST00000059954 // Pltp // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // --- // --- /// ENSMUST00000109316 // Pltp // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // --- // --- /// ENSMUST00000109317 // Pltp // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // --- // --- /// ENSMUST00000148912 // Pltp // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // --- // --- /// ENSMUST00000156255 // Pltp // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // --- // --- /// ENSMUST00000128110 // Pltp // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // --- // ---","NM_011125.2 // blat // Mus musculus phospholipid transfer protein (Pltp), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000059954 // ensGene // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000109316 // ensGene // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000109317 // ensGene // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000148912 // ensGene // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000156255 // ensGene // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000128110 // ensGene // phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"22123","17375292",-0.846327997854991,6.63982629931263,-2.50780638278845,0.0455507220162509,0.999230260868443,-3.54369927867727,17375292,"chr2","+","121449195","121453426","21","NM_011354.2 // Serf2 // Mus musculus small EDRK-rich factor 2 (Serf2), mRNA. // --- // --- /// ENSMUST00000110615 // Serf2 // small EDRK-rich factor 2 [Source:MGI Symbol;Acc:MGI:1337041] // --- // --- /// ENSMUST00000139253 // Serf2 // small EDRK-rich factor 2 [Source:MGI Symbol;Acc:MGI:1337041] // --- // --- /// ENSMUST00000099475 // Serf2 // small EDRK-rich factor 2 [Source:MGI Symbol;Acc:MGI:1337041] // --- // --- /// ENSMUST00000110612 // 2310003F16Rik // RIKEN cDNA 2310003F16 gene [Source:MGI Symbol;Acc:MGI:1914943] // --- // ---","NM_011354.2 // blat // Mus musculus small EDRK-rich factor 2 (Serf2), mRNA. // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000110615 // ensGene // small EDRK-rich factor 2 [Source:MGI Symbol;Acc:MGI:1337041] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000139253 // ensGene // small EDRK-rich factor 2 [Source:MGI Symbol;Acc:MGI:1337041] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000099475 // ensGene // small EDRK-rich factor 2 [Source:MGI Symbol;Acc:MGI:1337041] // chr2 // --- // --- // --- // --- // --- /// ENSMUST00000110612 // ensGene // RIKEN cDNA 2310003F16 gene [Source:MGI Symbol;Acc:MGI:1914943] // chr2 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"13463","17291226",0.353799686868065,2.61326972038693,2.50682104121018,0.0456118565203324,0.999230260868443,-3.5447649175396,17291226,"chr13","-","23756203","23757620","18","ENSMUST00000139822 // 4930558J22Rik // RIKEN cDNA 4930558J22 gene [Source:MGI Symbol;Acc:MGI:3590517] // --- // ---","ENSMUST00000139822 // ensGene // RIKEN cDNA 4930558J22 gene [Source:MGI Symbol;Acc:MGI:3590517] // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
